Datetime,load_kW
2020-04-28 22:30:00,39.98626000000001
2020-04-28 22:45:00,39.822253333333336
2020-04-28 23:00:00,40.70573333333333
2020-04-28 23:15:00,39.03940000000001
2020-04-28 23:30:00,40.251886666666664
2020-04-28 23:45:00,42.38060666666666
2020-04-29 00:00:00,40.14026666666666
2020-04-29 00:15:00,39.99878
2020-04-29 00:30:00,40.24001333333333
2020-04-29 00:45:00,40.063453333333335
2020-04-29 01:00:00,42.30043333333333
2020-04-29 01:15:00,40.9058
2020-04-29 01:30:00,39.09300666666666
2020-04-29 01:45:00,41.21512666666668
2020-04-29 02:00:00,42.240653333333334
2020-04-29 02:15:00,39.76508666666666
2020-04-29 02:30:00,38.17888
2020-04-29 02:45:00,38.08247333333334
2020-04-29 03:00:00,39.73482
2020-04-29 03:15:00,42.46818
2020-04-29 03:30:00,40.78777333333334
2020-04-29 03:45:00,38.04486666666666
2020-04-29 04:00:00,40.686879999999995
2020-04-29 04:15:00,42.81478666666666
2020-04-29 04:30:00,38.2447
2020-04-29 04:45:00,39.67704666666667
2020-04-29 05:00:00,39.78506
2020-04-29 05:15:00,38.94828666666667
2020-04-29 05:30:00,40.459813333333344
2020-04-29 05:45:00,53.79977999999999
2020-04-29 06:00:00,57.77439333333334
2020-04-29 06:15:00,58.949
2020-04-29 06:30:00,60.80726
2020-04-29 06:45:00,61.00454
2020-04-29 07:00:00,60.36042
2020-04-29 07:15:00,60.114180000000005
2020-04-29 07:30:00,60.53113333333332
2020-04-29 07:45:00,60.45544666666665
2020-04-29 08:00:00,60.61408666666666
2020-04-29 08:15:00,60.95967333333333
2020-04-29 08:30:00,61.373846666666665
2020-04-29 08:45:00,62.05474666666666
2020-04-29 09:00:00,62.87094666666667
2020-04-29 09:15:00,62.896846666666654
2020-04-29 09:30:00,65.87823999999999
2020-04-29 09:45:00,65.27724666666667
2020-04-29 10:00:00,68.19110666666667
2020-04-29 10:15:00,61.98392666666666
2020-04-29 10:30:00,65.47189333333334
2020-04-29 10:45:00,63.86512666666667
2020-04-29 11:00:00,67.62451333333334
2020-04-29 11:15:00,67.46804666666667
2020-04-29 11:30:00,65.06808000000001
2020-04-29 11:45:00,67.76758666666667
2020-04-29 12:00:00,62.309999999999995
2020-04-29 12:15:00,66.98756
2020-04-29 12:30:00,61.489059999999995
2020-04-29 12:45:00,65.82063999999998
2020-04-29 13:00:00,67.47116666666666
2020-04-29 13:15:00,63.31617333333334
2020-04-29 13:30:00,70.11767333333334
2020-04-29 13:45:00,63.09404666666667
2020-04-29 14:00:00,68.47587333333333
2020-04-29 14:15:00,69.0719
2020-04-29 14:30:00,63.55303333333334
2020-04-29 14:45:00,70.15671333333333
2020-04-29 15:00:00,59.99795333333334
2020-04-29 15:15:00,59.65564666666667
2020-04-29 15:30:00,61.34007333333332
2020-04-29 15:45:00,59.15744666666667
2020-04-29 16:00:00,64.88871999999999
2020-04-29 16:15:00,57.97193333333334
2020-04-29 16:30:00,63.62461333333332
2020-04-29 16:45:00,60.244726666666665
2020-04-29 17:00:00,60.69854
2020-04-29 17:15:00,64.58124000000001
2020-04-29 17:30:00,60.27652
2020-04-29 17:45:00,66.56253333333333
2020-04-29 18:00:00,61.72552666666668
2020-04-29 18:15:00,58.75155333333334
2020-04-29 18:30:00,59.22436
2020-04-29 18:45:00,56.558873333333345
2020-04-29 19:00:00,52.76220000000001
2020-04-29 19:15:00,52.851606666666676
2020-04-29 19:30:00,52.87842
2020-04-29 19:45:00,52.800140000000006
2020-04-29 20:00:00,46.0506
2020-04-29 20:15:00,39.336953333333334
2020-04-29 20:30:00,39.379126666666664
2020-04-29 20:45:00,39.439526666666666
2020-04-29 21:00:00,39.31393333333334
2020-04-29 21:15:00,39.59571333333334
2020-04-29 21:30:00,38.84223333333333
2020-04-29 21:45:00,40.357126666666666
2020-04-29 22:00:00,40.829899999999995
2020-04-29 22:15:00,39.24213999999999
2020-04-29 22:30:00,37.62009333333334
2020-04-29 22:45:00,37.49734
2020-04-29 23:00:00,41.85924666666667
2020-04-29 23:15:00,40.73167333333333
2020-04-29 23:30:00,37.99618
2020-04-29 23:45:00,37.85138666666666
2020-04-30 00:00:00,37.68666666666666
2020-04-30 00:15:00,39.16485999999999
2020-04-30 00:30:00,39.14008666666667
2020-04-30 00:45:00,37.81008666666666
2020-04-30 01:00:00,38.19429999999999
2020-04-30 01:15:00,40.94959333333333
2020-04-30 01:30:00,38.01624
2020-04-30 01:45:00,40.633426666666665
2020-04-30 02:00:00,37.94144666666667
2020-04-30 02:15:00,40.63558666666667
2020-04-30 02:30:00,37.82300666666667
2020-04-30 02:45:00,37.87385333333334
2020-04-30 03:00:00,38.992366666666676
2020-04-30 03:15:00,37.88196666666667
2020-04-30 03:30:00,38.987853333333334
2020-04-30 03:45:00,38.22995333333334
2020-04-30 04:00:00,39.001286666666665
2020-04-30 04:15:00,37.878659999999996
2020-04-30 04:30:00,38.453253333333336
2020-04-30 04:45:00,40.700406666666666
2020-04-30 05:00:00,38.16106
2020-04-30 05:15:00,37.874153333333325
2020-04-30 05:30:00,37.84591999999999
2020-04-30 05:45:00,49.08205333333333
2020-04-30 06:00:00,55.395853333333335
2020-04-30 06:15:00,57.54229999999999
2020-04-30 06:30:00,58.284859999999995
2020-04-30 06:45:00,58.3446
2020-04-30 07:00:00,58.7862
2020-04-30 07:15:00,58.71176
2020-04-30 07:30:00,59.0785
2020-04-30 07:45:00,58.589566666666656
2020-04-30 08:00:00,58.81074666666667
2020-04-30 08:15:00,58.61085333333333
2020-04-30 08:30:00,58.46054000000001
2020-04-30 08:45:00,59.036699999999996
2020-04-30 09:00:00,59.59429999999999
2020-04-30 09:15:00,59.87464
2020-04-30 09:30:00,59.402953333333336
2020-04-30 09:45:00,49.68635333333334
2020-04-30 10:00:00,47.72180000000001
2020-04-30 10:15:00,44.014273333333335
2020-04-30 10:30:00,44.92224666666666
2020-04-30 10:45:00,47.12276
2020-04-30 11:00:00,50.803239999999995
2020-04-30 11:15:00,51.18228
2020-04-30 11:30:00,57.683673333333324
2020-04-30 11:45:00,61.64802666666667
2020-04-30 12:00:00,61.388986666666675
2020-04-30 12:15:00,61.96673333333333
2020-04-30 12:30:00,61.12984666666667
